chest,lu,lf,ru,rf,pelvis,lt,lc,rt,rc
0.252#-0.074#0.099#0.96,-0.176#0.261#0.07#0.947,-0.234#0.051#0.356#0.903,-0.025#-0.323#0.039#0.945,-0.411#-0.133#-0.286#0.856,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.252#-0.074#0.099#0.96,-0.186#0.333#0.069#0.922,-0.234#0.051#0.356#0.903,-0.025#-0.323#0.039#0.945,-0.411#-0.133#-0.286#0.856,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.252#-0.074#0.099#0.96,-0.186#0.333#0.069#0.922,-0.234#0.051#0.356#0.903,-0.025#-0.323#0.039#0.945,-0.404#-0.136#-0.262#0.866,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.234#-0.052#0.077#0.968,-0.186#0.333#0.069#0.922,-0.234#0.051#0.356#0.903,-0.025#-0.323#0.039#0.945,-0.404#-0.136#-0.262#0.866,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.234#-0.052#0.077#0.968,-0.186#0.333#0.069#0.922,-0.228#0.112#0.297#0.92,-0.025#-0.323#0.039#0.945,-0.404#-0.136#-0.262#0.866,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.234#-0.052#0.077#0.968,-0.186#0.333#0.069#0.922,-0.228#0.112#0.297#0.92,-0.056#-0.326#0.029#0.943,-0.404#-0.136#-0.262#0.866,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.234#-0.052#0.077#0.968,-0.186#0.333#0.069#0.922,-0.228#0.112#0.297#0.92,-0.056#-0.326#0.029#0.943,-0.404#-0.136#-0.262#0.866,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.234#-0.052#0.077#0.968,-0.18#0.389#0.062#0.901,-0.228#0.112#0.297#0.92,-0.056#-0.326#0.029#0.943,-0.404#-0.136#-0.262#0.866,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.215#-0.028#0.052#0.975,-0.18#0.389#0.062#0.901,-0.228#0.112#0.297#0.92,-0.056#-0.326#0.029#0.943,-0.4#-0.129#-0.255#0.871,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.215#-0.028#0.052#0.975,-0.18#0.389#0.062#0.901,-0.228#0.112#0.297#0.92,-0.056#-0.326#0.029#0.943,-0.4#-0.129#-0.255#0.871,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.215#-0.028#0.052#0.975,-0.18#0.389#0.062#0.901,-0.22#0.133#0.271#0.928,-0.056#-0.326#0.029#0.943,-0.4#-0.129#-0.255#0.871,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.215#-0.028#0.052#0.975,-0.18#0.389#0.062#0.901,-0.22#0.133#0.271#0.928,-0.077#-0.314#0.017#0.946,-0.4#-0.129#-0.255#0.871,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.215#-0.028#0.052#0.975,-0.171#0.439#0.051#0.881,-0.22#0.133#0.271#0.928,-0.077#-0.314#0.017#0.946,-0.4#-0.129#-0.255#0.871,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.215#-0.028#0.052#0.975,-0.171#0.439#0.051#0.881,-0.22#0.133#0.271#0.928,-0.077#-0.314#0.017#0.946,-0.402#-0.103#-0.244#0.877,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.201#0.002#0.029#0.979,-0.171#0.439#0.051#0.881,-0.22#0.133#0.271#0.928,-0.077#-0.314#0.017#0.946,-0.402#-0.103#-0.244#0.877,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.201#0.002#0.029#0.979,-0.171#0.439#0.051#0.881,-0.205#0.167#0.264#0.927,-0.077#-0.314#0.017#0.946,-0.402#-0.103#-0.244#0.877,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.201#0.002#0.029#0.979,-0.171#0.439#0.051#0.881,-0.205#0.167#0.264#0.927,-0.077#-0.314#0.017#0.946,-0.402#-0.103#-0.244#0.877,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.201#0.002#0.029#0.979,-0.171#0.439#0.051#0.881,-0.205#0.167#0.264#0.927,-0.095#-0.287#0.003#0.953,-0.402#-0.103#-0.244#0.877,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.201#0.002#0.029#0.979,-0.16#0.464#0.047#0.87,-0.205#0.167#0.264#0.927,-0.095#-0.287#0.003#0.953,-0.402#-0.103#-0.244#0.877,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.193#0.029#0.013#0.981,-0.16#0.464#0.047#0.87,-0.205#0.167#0.264#0.927,-0.095#-0.287#0.003#0.953,-0.402#-0.064#-0.236#0.882,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.193#0.029#0.013#0.981,-0.16#0.464#0.047#0.87,-0.205#0.167#0.264#0.927,-0.095#-0.287#0.003#0.953,-0.402#-0.064#-0.236#0.882,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.193#0.029#0.013#0.981,-0.16#0.464#0.047#0.87,-0.186#0.178#0.262#0.93,-0.095#-0.287#0.003#0.953,-0.402#-0.064#-0.236#0.882,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.193#0.029#0.013#0.981,-0.16#0.464#0.047#0.87,-0.186#0.178#0.262#0.93,-0.107#-0.262#-0.006#0.959,-0.402#-0.064#-0.236#0.882,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.193#0.029#0.013#0.981,-0.153#0.494#0.041#0.855,-0.186#0.178#0.262#0.93,-0.107#-0.262#-0.006#0.959,-0.402#-0.064#-0.236#0.882,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.193#0.029#0.013#0.981,-0.153#0.494#0.041#0.855,-0.186#0.178#0.262#0.93,-0.107#-0.262#-0.006#0.959,-0.398#-0.055#-0.218#0.889,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.181#0.054#-0.003#0.982,-0.153#0.494#0.041#0.855,-0.186#0.178#0.262#0.93,-0.107#-0.262#-0.006#0.959,-0.398#-0.055#-0.218#0.889,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.181#0.054#-0.003#0.982,-0.153#0.494#0.041#0.855,-0.175#0.233#0.258#0.921,-0.107#-0.262#-0.006#0.959,-0.398#-0.055#-0.218#0.889,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.181#0.054#-0.003#0.982,-0.153#0.494#0.041#0.855,-0.175#0.233#0.258#0.921,-0.107#-0.262#-0.006#0.959,-0.398#-0.055#-0.218#0.889,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.181#0.054#-0.003#0.982,-0.153#0.494#0.041#0.855,-0.175#0.233#0.258#0.921,-0.117#-0.242#-0.008#0.963,-0.398#-0.055#-0.218#0.889,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.181#0.054#-0.003#0.982,-0.156#0.53#0.038#0.833,-0.175#0.233#0.258#0.921,-0.117#-0.242#-0.008#0.963,-0.398#-0.055#-0.218#0.889,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.172#0.082#-0.014#0.982,-0.156#0.53#0.038#0.833,-0.175#0.233#0.258#0.921,-0.117#-0.242#-0.008#0.963,-0.386#-0.054#-0.224#0.893,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.172#0.082#-0.014#0.982,-0.156#0.53#0.038#0.833,-0.175#0.233#0.258#0.921,-0.117#-0.242#-0.008#0.963,-0.386#-0.054#-0.224#0.893,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.172#0.082#-0.014#0.982,-0.156#0.53#0.038#0.833,-0.18#0.299#0.23#0.909,-0.117#-0.242#-0.008#0.963,-0.386#-0.054#-0.224#0.893,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.172#0.082#-0.014#0.982,-0.156#0.53#0.038#0.833,-0.18#0.299#0.23#0.909,-0.12#-0.215#-0.013#0.969,-0.386#-0.054#-0.224#0.893,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.172#0.082#-0.014#0.982,-0.147#0.568#0.041#0.809,-0.18#0.299#0.23#0.909,-0.12#-0.215#-0.013#0.969,-0.386#-0.054#-0.224#0.893,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.172#0.082#-0.014#0.982,-0.147#0.568#0.041#0.809,-0.18#0.299#0.23#0.909,-0.12#-0.215#-0.013#0.969,-0.386#-0.054#-0.224#0.893,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.17#0.103#-0.016#0.98,-0.147#0.568#0.041#0.809,-0.18#0.299#0.23#0.909,-0.12#-0.215#-0.013#0.969,-0.367#-0.048#-0.215#0.904,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.17#0.103#-0.016#0.98,-0.147#0.568#0.041#0.809,-0.176#0.327#0.222#0.902,-0.12#-0.215#-0.013#0.969,-0.367#-0.048#-0.215#0.904,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.17#0.103#-0.016#0.98,-0.147#0.568#0.041#0.809,-0.176#0.327#0.222#0.902,-0.12#-0.215#-0.013#0.969,-0.367#-0.048#-0.215#0.904,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.17#0.103#-0.016#0.98,-0.147#0.568#0.041#0.809,-0.176#0.327#0.222#0.902,-0.113#-0.195#-0.013#0.974,-0.367#-0.048#-0.215#0.904,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.17#0.103#-0.016#0.98,-0.136#0.595#0.047#0.791,-0.176#0.327#0.222#0.902,-0.113#-0.195#-0.013#0.974,-0.367#-0.048#-0.215#0.904,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.177#0.117#-0.01#0.977,-0.136#0.595#0.047#0.791,-0.176#0.327#0.222#0.902,-0.113#-0.195#-0.013#0.974,-0.358#-0.028#-0.216#0.908,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.177#0.117#-0.01#0.977,-0.136#0.595#0.047#0.791,-0.162#0.346#0.219#0.898,-0.113#-0.195#-0.013#0.974,-0.358#-0.028#-0.216#0.908,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.177#0.117#-0.01#0.977,-0.136#0.595#0.047#0.791,-0.162#0.346#0.219#0.898,-0.113#-0.195#-0.013#0.974,-0.358#-0.028#-0.216#0.908,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.177#0.117#-0.01#0.977,-0.136#0.595#0.047#0.791,-0.162#0.346#0.219#0.898,-0.106#-0.19#-0.01#0.976,-0.358#-0.028#-0.216#0.908,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.177#0.117#-0.01#0.977,-0.126#0.609#0.059#0.781,-0.162#0.346#0.219#0.898,-0.106#-0.19#-0.01#0.976,-0.358#-0.028#-0.216#0.908,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.177#0.117#-0.01#0.977,-0.126#0.609#0.059#0.781,-0.162#0.346#0.219#0.898,-0.106#-0.19#-0.01#0.976,-0.356#-0.031#-0.218#0.908,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.191#0.128#0.004#0.973,-0.126#0.609#0.059#0.781,-0.162#0.346#0.219#0.898,-0.106#-0.19#-0.01#0.976,-0.356#-0.031#-0.218#0.908,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.191#0.128#0.004#0.973,-0.126#0.609#0.059#0.781,-0.151#0.356#0.226#0.894,-0.106#-0.19#-0.01#0.976,-0.356#-0.031#-0.218#0.908,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.191#0.128#0.004#0.973,-0.126#0.609#0.059#0.781,-0.151#0.356#0.226#0.894,-0.097#-0.184#-0.008#0.978,-0.356#-0.031#-0.218#0.908,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.191#0.128#0.004#0.973,-0.126#0.609#0.059#0.781,-0.151#0.356#0.226#0.894,-0.097#-0.184#-0.008#0.978,-0.356#-0.031#-0.218#0.908,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.191#0.128#0.004#0.973,-0.116#0.619#0.074#0.773,-0.151#0.356#0.226#0.894,-0.097#-0.184#-0.008#0.978,-0.356#-0.031#-0.218#0.908,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.205#0.127#0.016#0.97,-0.116#0.619#0.074#0.773,-0.151#0.356#0.226#0.894,-0.097#-0.184#-0.008#0.978,-0.342#-0.032#-0.224#0.912,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.205#0.127#0.016#0.97,-0.116#0.619#0.074#0.773,-0.144#0.355#0.217#0.898,-0.097#-0.184#-0.008#0.978,-0.342#-0.032#-0.224#0.912,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.205#0.127#0.016#0.97,-0.116#0.619#0.074#0.773,-0.144#0.355#0.217#0.898,-0.097#-0.184#-0.008#0.978,-0.342#-0.032#-0.224#0.912,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.205#0.127#0.016#0.97,-0.116#0.619#0.074#0.773,-0.144#0.355#0.217#0.898,-0.084#-0.188#-0.009#0.978,-0.342#-0.032#-0.224#0.912,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.205#0.127#0.016#0.97,-0.104#0.619#0.082#0.774,-0.144#0.355#0.217#0.898,-0.084#-0.188#-0.009#0.978,-0.342#-0.032#-0.224#0.912,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.22#0.124#0.021#0.967,-0.104#0.619#0.082#0.774,-0.144#0.355#0.217#0.898,-0.084#-0.188#-0.009#0.978,-0.329#-0.049#-0.222#0.917,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.22#0.124#0.021#0.967,-0.104#0.619#0.082#0.774,-0.136#0.345#0.211#0.904,-0.084#-0.188#-0.009#0.978,-0.329#-0.049#-0.222#0.917,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.22#0.124#0.021#0.967,-0.104#0.619#0.082#0.774,-0.136#0.345#0.211#0.904,-0.084#-0.188#-0.009#0.978,-0.329#-0.049#-0.222#0.917,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.22#0.124#0.021#0.967,-0.104#0.619#0.082#0.774,-0.136#0.345#0.211#0.904,-0.078#-0.195#-0.004#0.978,-0.329#-0.049#-0.222#0.917,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.22#0.124#0.021#0.967,-0.094#0.621#0.084#0.774,-0.136#0.345#0.211#0.904,-0.078#-0.195#-0.004#0.978,-0.329#-0.049#-0.222#0.917,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.22#0.124#0.021#0.967,-0.094#0.621#0.084#0.774,-0.136#0.345#0.211#0.904,-0.078#-0.195#-0.004#0.978,-0.32#-0.069#-0.226#0.917,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.23#0.123#0.028#0.965,-0.094#0.621#0.084#0.774,-0.136#0.345#0.211#0.904,-0.078#-0.195#-0.004#0.978,-0.32#-0.069#-0.226#0.917,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.23#0.123#0.028#0.965,-0.094#0.621#0.084#0.774,-0.13#0.348#0.219#0.902,-0.078#-0.195#-0.004#0.978,-0.32#-0.069#-0.226#0.917,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.23#0.123#0.028#0.965,-0.094#0.621#0.084#0.774,-0.13#0.348#0.219#0.902,-0.076#-0.205#0#0.976,-0.32#-0.069#-0.226#0.917,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.23#0.123#0.028#0.965,-0.094#0.621#0.084#0.774,-0.13#0.348#0.219#0.902,-0.076#-0.205#0#0.976,-0.32#-0.069#-0.226#0.917,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.23#0.123#0.028#0.965,-0.092#0.606#0.09#0.785,-0.13#0.348#0.219#0.902,-0.076#-0.205#0#0.976,-0.32#-0.069#-0.226#0.917,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.231#0.112#0.031#0.966,-0.092#0.606#0.09#0.785,-0.13#0.348#0.219#0.902,-0.076#-0.205#0#0.976,-0.314#-0.09#-0.219#0.92,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.231#0.112#0.031#0.966,-0.092#0.606#0.09#0.785,-0.135#0.333#0.218#0.907,-0.076#-0.205#0#0.976,-0.314#-0.09#-0.219#0.92,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.231#0.112#0.031#0.966,-0.092#0.606#0.09#0.785,-0.135#0.333#0.218#0.907,-0.076#-0.205#0#0.976,-0.314#-0.09#-0.219#0.92,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.231#0.112#0.031#0.966,-0.092#0.606#0.09#0.785,-0.135#0.333#0.218#0.907,-0.078#-0.22#-0.005#0.972,-0.314#-0.09#-0.219#0.92,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.231#0.112#0.031#0.966,-0.091#0.601#0.092#0.789,-0.135#0.333#0.218#0.907,-0.078#-0.22#-0.005#0.972,-0.314#-0.09#-0.219#0.92,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.231#0.112#0.031#0.966,-0.091#0.601#0.092#0.789,-0.135#0.333#0.218#0.907,-0.078#-0.22#-0.005#0.972,-0.31#-0.119#-0.214#0.919,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.226#0.105#0.023#0.968,-0.091#0.601#0.092#0.789,-0.135#0.333#0.218#0.907,-0.078#-0.22#-0.005#0.972,-0.31#-0.119#-0.214#0.919,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.226#0.105#0.023#0.968,-0.091#0.601#0.092#0.789,-0.133#0.318#0.225#0.912,-0.078#-0.22#-0.005#0.972,-0.31#-0.119#-0.214#0.919,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.226#0.105#0.023#0.968,-0.091#0.601#0.092#0.789,-0.133#0.318#0.225#0.912,-0.077#-0.236#-0.012#0.969,-0.31#-0.119#-0.214#0.919,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.226#0.105#0.023#0.968,-0.091#0.601#0.092#0.789,-0.133#0.318#0.225#0.912,-0.077#-0.236#-0.012#0.969,-0.31#-0.119#-0.214#0.919,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.226#0.105#0.023#0.968,-0.093#0.607#0.089#0.784,-0.133#0.318#0.225#0.912,-0.077#-0.236#-0.012#0.969,-0.31#-0.119#-0.214#0.919,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.229#0.109#0.01#0.967,-0.093#0.607#0.089#0.784,-0.133#0.318#0.225#0.912,-0.077#-0.236#-0.012#0.969,-0.302#-0.134#-0.204#0.922,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.229#0.109#0.01#0.967,-0.093#0.607#0.089#0.784,-0.133#0.318#0.225#0.912,-0.077#-0.236#-0.012#0.969,-0.302#-0.134#-0.204#0.922,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.229#0.109#0.01#0.967,-0.093#0.607#0.089#0.784,-0.142#0.329#0.217#0.908,-0.077#-0.236#-0.012#0.969,-0.302#-0.134#-0.204#0.922,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.229#0.109#0.01#0.967,-0.093#0.607#0.089#0.784,-0.142#0.329#0.217#0.908,-0.079#-0.238#-0.036#0.967,-0.302#-0.134#-0.204#0.922,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.229#0.109#0.01#0.967,-0.092#0.622#0.087#0.773,-0.142#0.329#0.217#0.908,-0.079#-0.238#-0.036#0.967,-0.302#-0.134#-0.204#0.922,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.229#0.109#0.01#0.967,-0.092#0.622#0.087#0.773,-0.142#0.329#0.217#0.908,-0.079#-0.238#-0.036#0.967,-0.293#-0.135#-0.193#0.927,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.236#0.12#-0.002#0.964,-0.092#0.622#0.087#0.773,-0.142#0.329#0.217#0.908,-0.079#-0.238#-0.036#0.967,-0.293#-0.135#-0.193#0.927,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.236#0.12#-0.002#0.964,-0.092#0.622#0.087#0.773,-0.133#0.317#0.219#0.913,-0.079#-0.238#-0.036#0.967,-0.293#-0.135#-0.193#0.927,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.236#0.12#-0.002#0.964,-0.092#0.622#0.087#0.773,-0.133#0.317#0.219#0.913,-0.079#-0.238#-0.036#0.967,-0.293#-0.135#-0.193#0.927,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.236#0.12#-0.002#0.964,-0.092#0.622#0.087#0.773,-0.133#0.317#0.219#0.913,-0.072#-0.215#-0.044#0.973,-0.293#-0.135#-0.193#0.927,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.236#0.12#-0.002#0.964,-0.086#0.641#0.087#0.758,-0.133#0.317#0.219#0.913,-0.072#-0.215#-0.044#0.973,-0.293#-0.135#-0.193#0.927,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.253#0.131#0.003#0.958,-0.086#0.641#0.087#0.758,-0.133#0.317#0.219#0.913,-0.072#-0.215#-0.044#0.973,-0.282#-0.11#-0.198#0.932,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.253#0.131#0.003#0.958,-0.086#0.641#0.087#0.758,-0.133#0.317#0.219#0.913,-0.072#-0.215#-0.044#0.973,-0.282#-0.11#-0.198#0.932,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.253#0.131#0.003#0.958,-0.086#0.641#0.087#0.758,-0.114#0.338#0.212#0.91,-0.072#-0.215#-0.044#0.973,-0.282#-0.11#-0.198#0.932,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.253#0.131#0.003#0.958,-0.086#0.641#0.087#0.758,-0.114#0.338#0.212#0.91,-0.06#-0.198#-0.048#0.977,-0.282#-0.11#-0.198#0.932,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.253#0.131#0.003#0.958,-0.073#0.656#0.102#0.744,-0.114#0.338#0.212#0.91,-0.06#-0.198#-0.048#0.977,-0.282#-0.11#-0.198#0.932,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.253#0.131#0.003#0.958,-0.073#0.656#0.102#0.744,-0.114#0.338#0.212#0.91,-0.06#-0.198#-0.048#0.977,-0.262#-0.085#-0.208#0.939,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.276#0.127#0.016#0.953,-0.073#0.656#0.102#0.744,-0.114#0.338#0.212#0.91,-0.06#-0.198#-0.048#0.977,-0.262#-0.085#-0.208#0.939,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.276#0.127#0.016#0.953,-0.073#0.656#0.102#0.744,-0.109#0.348#0.207#0.908,-0.06#-0.198#-0.048#0.977,-0.262#-0.085#-0.208#0.939,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.276#0.127#0.016#0.953,-0.073#0.656#0.102#0.744,-0.109#0.348#0.207#0.908,-0.06#-0.198#-0.048#0.977,-0.262#-0.085#-0.208#0.939,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.276#0.127#0.016#0.953,-0.073#0.656#0.102#0.744,-0.109#0.348#0.207#0.908,-0.044#-0.207#-0.044#0.976,-0.262#-0.085#-0.208#0.939,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.276#0.127#0.016#0.953,-0.061#0.66#0.114#0.74,-0.109#0.348#0.207#0.908,-0.044#-0.207#-0.044#0.976,-0.262#-0.085#-0.208#0.939,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.296#0.121#0.023#0.947,-0.061#0.66#0.114#0.74,-0.109#0.348#0.207#0.908,-0.044#-0.207#-0.044#0.976,-0.246#-0.1#-0.207#0.942,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.296#0.121#0.023#0.947,-0.061#0.66#0.114#0.74,-0.109#0.348#0.207#0.908,-0.044#-0.207#-0.044#0.976,-0.246#-0.1#-0.207#0.942,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.296#0.121#0.023#0.947,-0.061#0.66#0.114#0.74,-0.09#0.333#0.216#0.914,-0.029#-0.214#-0.048#0.975,-0.246#-0.1#-0.207#0.942,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.296#0.121#0.023#0.947,-0.061#0.66#0.114#0.74,-0.09#0.333#0.216#0.914,-0.029#-0.214#-0.048#0.975,-0.246#-0.1#-0.207#0.942,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.296#0.121#0.023#0.947,-0.048#0.658#0.126#0.741,-0.09#0.333#0.216#0.914,-0.029#-0.214#-0.048#0.975,-0.246#-0.1#-0.207#0.942,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.31#0.115#0.025#0.943,-0.048#0.658#0.126#0.741,-0.09#0.333#0.216#0.914,-0.029#-0.214#-0.048#0.975,-0.236#-0.119#-0.195#0.945,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.31#0.115#0.025#0.943,-0.048#0.658#0.126#0.741,-0.07#0.332#0.218#0.915,-0.029#-0.214#-0.048#0.975,-0.236#-0.119#-0.195#0.945,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.31#0.115#0.025#0.943,-0.048#0.658#0.126#0.741,-0.07#0.332#0.218#0.915,-0.029#-0.214#-0.048#0.975,-0.236#-0.119#-0.195#0.945,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
