chest,lu,lf,ru,rf,pelvis,lt,lc,rt,rc
0.016#-0.785#0.018#0.62,-0.022#-0.595#-0.7#0.394,-0.581#0.162#-0.731#0.32,-0.517#-0.794#-0.298#0.119,-0.319#-0.507#-0.71#-0.371,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.016#-0.785#0.018#0.62,-0.022#-0.595#-0.7#0.394,-0.581#0.162#-0.731#0.32,-0.517#-0.794#-0.298#0.119,-0.319#-0.507#-0.71#-0.371,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.016#-0.785#0.018#0.62,-0.073#-0.544#-0.677#0.491,-0.581#0.162#-0.731#0.32,-0.517#-0.794#-0.298#0.119,-0.358#-0.575#-0.692#-0.25,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.038#-0.74#0.031#0.671,-0.073#-0.544#-0.677#0.491,-0.581#0.162#-0.731#0.32,-0.517#-0.794#-0.298#0.119,-0.358#-0.575#-0.692#-0.25,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.038#-0.74#0.031#0.671,-0.073#-0.544#-0.677#0.491,-0.623#0.125#-0.691#0.345,-0.517#-0.794#-0.298#0.119,-0.358#-0.575#-0.692#-0.25,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.038#-0.74#0.031#0.671,-0.073#-0.544#-0.677#0.491,-0.623#0.125#-0.691#0.345,-0.517#-0.794#-0.298#0.119,-0.358#-0.575#-0.692#-0.25,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.038#-0.74#0.031#0.671,-0.073#-0.544#-0.677#0.491,-0.623#0.125#-0.691#0.345,-0.476#-0.813#-0.249#0.223,-0.358#-0.575#-0.692#-0.25,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.038#-0.74#0.031#0.671,-0.133#-0.482#-0.636#0.588,-0.623#0.125#-0.691#0.345,-0.476#-0.813#-0.249#0.223,-0.358#-0.575#-0.692#-0.25,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.038#-0.74#0.031#0.671,-0.133#-0.482#-0.636#0.588,-0.623#0.125#-0.691#0.345,-0.476#-0.813#-0.249#0.223,-0.406#-0.627#-0.657#-0.099,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.056#-0.677#0.048#0.732,-0.133#-0.482#-0.636#0.588,-0.623#0.125#-0.691#0.345,-0.476#-0.813#-0.249#0.223,-0.406#-0.627#-0.657#-0.099,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.056#-0.677#0.048#0.732,-0.133#-0.482#-0.636#0.588,-0.681#0.094#-0.611#0.393,-0.476#-0.813#-0.249#0.223,-0.406#-0.627#-0.657#-0.099,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.056#-0.677#0.048#0.732,-0.133#-0.482#-0.636#0.588,-0.681#0.094#-0.611#0.393,-0.429#-0.816#-0.197#0.332,-0.406#-0.627#-0.657#-0.099,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.056#-0.677#0.048#0.732,-0.199#-0.404#-0.567#0.689,-0.681#0.094#-0.611#0.393,-0.429#-0.816#-0.197#0.332,-0.406#-0.627#-0.657#-0.099,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.056#-0.677#0.048#0.732,-0.199#-0.404#-0.567#0.689,-0.681#0.094#-0.611#0.393,-0.429#-0.816#-0.197#0.332,-0.463#-0.654#-0.595#0.06,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.083#-0.602#0.072#0.791,-0.199#-0.404#-0.567#0.689,-0.681#0.094#-0.611#0.393,-0.429#-0.816#-0.197#0.332,-0.463#-0.654#-0.595#0.06,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.083#-0.602#0.072#0.791,-0.199#-0.404#-0.567#0.689,-0.742#0.068#-0.489#0.453,-0.429#-0.816#-0.197#0.332,-0.463#-0.654#-0.595#0.06,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.083#-0.602#0.072#0.791,-0.199#-0.404#-0.567#0.689,-0.742#0.068#-0.489#0.453,-0.382#-0.796#-0.15#0.445,-0.463#-0.654#-0.595#0.06,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.083#-0.602#0.072#0.791,-0.199#-0.404#-0.567#0.689,-0.742#0.068#-0.489#0.453,-0.382#-0.796#-0.15#0.445,-0.463#-0.654#-0.595#0.06,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.083#-0.602#0.072#0.791,-0.256#-0.307#-0.479#0.781,-0.742#0.068#-0.489#0.453,-0.382#-0.796#-0.15#0.445,-0.463#-0.654#-0.595#0.06,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.102#-0.521#0.093#0.843,-0.256#-0.307#-0.479#0.781,-0.742#0.068#-0.489#0.453,-0.382#-0.796#-0.15#0.445,-0.503#-0.648#-0.527#0.22,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.102#-0.521#0.093#0.843,-0.256#-0.307#-0.479#0.781,-0.771#0.067#-0.375#0.51,-0.382#-0.796#-0.15#0.445,-0.503#-0.648#-0.527#0.22,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.102#-0.521#0.093#0.843,-0.256#-0.307#-0.479#0.781,-0.771#0.067#-0.375#0.51,-0.382#-0.796#-0.15#0.445,-0.503#-0.648#-0.527#0.22,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.102#-0.521#0.093#0.843,-0.256#-0.307#-0.479#0.781,-0.771#0.067#-0.375#0.51,-0.325#-0.756#-0.106#0.559,-0.503#-0.648#-0.527#0.22,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.102#-0.521#0.093#0.843,-0.297#-0.187#-0.386#0.853,-0.771#0.067#-0.375#0.51,-0.325#-0.756#-0.106#0.559,-0.503#-0.648#-0.527#0.22,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.102#-0.521#0.093#0.843,-0.297#-0.187#-0.386#0.853,-0.771#0.067#-0.375#0.51,-0.325#-0.756#-0.106#0.559,-0.528#-0.62#-0.441#0.377,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.12#-0.44#0.106#0.884,-0.297#-0.187#-0.386#0.853,-0.771#0.067#-0.375#0.51,-0.325#-0.756#-0.106#0.559,-0.528#-0.62#-0.441#0.377,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.12#-0.44#0.106#0.884,-0.297#-0.187#-0.386#0.853,-0.776#0.09#-0.222#0.583,-0.325#-0.756#-0.106#0.559,-0.528#-0.62#-0.441#0.377,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.12#-0.44#0.106#0.884,-0.297#-0.187#-0.386#0.853,-0.776#0.09#-0.222#0.583,-0.267#-0.697#-0.072#0.661,-0.528#-0.62#-0.441#0.377,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.12#-0.44#0.106#0.884,-0.297#-0.187#-0.386#0.853,-0.776#0.09#-0.222#0.583,-0.267#-0.697#-0.072#0.661,-0.528#-0.62#-0.441#0.377,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.12#-0.44#0.106#0.884,-0.314#-0.063#-0.289#0.902,-0.776#0.09#-0.222#0.583,-0.267#-0.697#-0.072#0.661,-0.531#-0.558#-0.366#0.522,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.136#-0.356#0.108#0.918,-0.314#-0.063#-0.289#0.902,-0.776#0.09#-0.222#0.583,-0.267#-0.697#-0.072#0.661,-0.531#-0.558#-0.366#0.522,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.136#-0.356#0.108#0.918,-0.314#-0.063#-0.289#0.902,-0.743#0.133#-0.05#0.654,-0.267#-0.697#-0.072#0.661,-0.531#-0.558#-0.366#0.522,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.136#-0.356#0.108#0.918,-0.314#-0.063#-0.289#0.902,-0.743#0.133#-0.05#0.654,-0.212#-0.618#-0.041#0.756,-0.531#-0.558#-0.366#0.522,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.136#-0.356#0.108#0.918,-0.314#-0.063#-0.289#0.902,-0.743#0.133#-0.05#0.654,-0.212#-0.618#-0.041#0.756,-0.531#-0.558#-0.366#0.522,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.136#-0.356#0.108#0.918,-0.313#0.083#-0.198#0.925,-0.743#0.133#-0.05#0.654,-0.212#-0.618#-0.041#0.756,-0.531#-0.558#-0.366#0.522,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.154#-0.264#0.103#0.946,-0.313#0.083#-0.198#0.925,-0.743#0.133#-0.05#0.654,-0.212#-0.618#-0.041#0.756,-0.513#-0.497#-0.268#0.647,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.154#-0.264#0.103#0.946,-0.313#0.083#-0.198#0.925,-0.743#0.133#-0.05#0.654,-0.212#-0.618#-0.041#0.756,-0.513#-0.497#-0.268#0.647,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.154#-0.264#0.103#0.946,-0.313#0.083#-0.198#0.925,-0.655#0.166#0.115#0.728,-0.212#-0.618#-0.041#0.756,-0.513#-0.497#-0.268#0.647,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.154#-0.264#0.103#0.946,-0.313#0.083#-0.198#0.925,-0.655#0.166#0.115#0.728,-0.183#-0.53#-0.014#0.828,-0.513#-0.497#-0.268#0.647,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.154#-0.264#0.103#0.946,-0.296#0.193#-0.115#0.928,-0.655#0.166#0.115#0.728,-0.183#-0.53#-0.014#0.828,-0.513#-0.497#-0.268#0.647,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.154#-0.264#0.103#0.946,-0.296#0.193#-0.115#0.928,-0.655#0.166#0.115#0.728,-0.183#-0.53#-0.014#0.828,-0.474#-0.423#-0.197#0.747,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.159#-0.183#0.099#0.965,-0.296#0.193#-0.115#0.928,-0.655#0.166#0.115#0.728,-0.183#-0.53#-0.014#0.828,-0.474#-0.423#-0.197#0.747,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.159#-0.183#0.099#0.965,-0.296#0.193#-0.115#0.928,-0.55#0.223#0.186#0.783,-0.183#-0.53#-0.014#0.828,-0.474#-0.423#-0.197#0.747,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.159#-0.183#0.099#0.965,-0.296#0.193#-0.115#0.928,-0.55#0.223#0.186#0.783,-0.15#-0.452#0.015#0.879,-0.474#-0.423#-0.197#0.747,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.159#-0.183#0.099#0.965,-0.295#0.289#-0.044#0.91,-0.55#0.223#0.186#0.783,-0.15#-0.452#0.015#0.879,-0.474#-0.423#-0.197#0.747,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.159#-0.183#0.099#0.965,-0.295#0.289#-0.044#0.91,-0.55#0.223#0.186#0.783,-0.15#-0.452#0.015#0.879,-0.474#-0.423#-0.197#0.747,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.155#-0.108#0.103#0.977,-0.295#0.289#-0.044#0.91,-0.55#0.223#0.186#0.783,-0.15#-0.452#0.015#0.879,-0.423#-0.373#-0.137#0.815,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.155#-0.108#0.103#0.977,-0.295#0.289#-0.044#0.91,-0.445#0.345#0.229#0.794,-0.15#-0.452#0.015#0.879,-0.423#-0.373#-0.137#0.815,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.155#-0.108#0.103#0.977,-0.295#0.289#-0.044#0.91,-0.445#0.345#0.229#0.794,-0.15#-0.452#0.015#0.879,-0.423#-0.373#-0.137#0.815,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.155#-0.108#0.103#0.977,-0.295#0.289#-0.044#0.91,-0.445#0.345#0.229#0.794,-0.122#-0.371#0.035#0.92,-0.423#-0.373#-0.137#0.815,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.155#-0.108#0.103#0.977,-0.276#0.389#0.014#0.879,-0.445#0.345#0.229#0.794,-0.122#-0.371#0.035#0.92,-0.423#-0.373#-0.137#0.815,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.155#-0.108#0.103#0.977,-0.276#0.389#0.014#0.879,-0.445#0.345#0.229#0.794,-0.122#-0.371#0.035#0.92,-0.367#-0.33#-0.096#0.864,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.155#-0.043#0.108#0.981,-0.276#0.389#0.014#0.879,-0.445#0.345#0.229#0.794,-0.122#-0.371#0.035#0.92,-0.367#-0.33#-0.096#0.864,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.155#-0.043#0.108#0.981,-0.276#0.389#0.014#0.879,-0.362#0.408#0.262#0.796,-0.122#-0.371#0.035#0.92,-0.367#-0.33#-0.096#0.864,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.155#-0.043#0.108#0.981,-0.276#0.389#0.014#0.879,-0.362#0.408#0.262#0.796,-0.097#-0.301#0.055#0.947,-0.367#-0.33#-0.096#0.864,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.155#-0.043#0.108#0.981,-0.276#0.389#0.014#0.879,-0.362#0.408#0.262#0.796,-0.097#-0.301#0.055#0.947,-0.367#-0.33#-0.096#0.864,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.155#-0.043#0.108#0.981,-0.23#0.455#0.07#0.857,-0.362#0.408#0.262#0.796,-0.097#-0.301#0.055#0.947,-0.367#-0.33#-0.096#0.864,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.162#0.011#0.112#0.98,-0.23#0.455#0.07#0.857,-0.362#0.408#0.262#0.796,-0.097#-0.301#0.055#0.947,-0.322#-0.266#-0.088#0.905,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.162#0.011#0.112#0.98,-0.23#0.455#0.07#0.857,-0.286#0.458#0.292#0.79,-0.097#-0.301#0.055#0.947,-0.322#-0.266#-0.088#0.905,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.162#0.011#0.112#0.98,-0.23#0.455#0.07#0.857,-0.286#0.458#0.292#0.79,-0.097#-0.301#0.055#0.947,-0.322#-0.266#-0.088#0.905,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.162#0.011#0.112#0.98,-0.23#0.455#0.07#0.857,-0.286#0.458#0.292#0.79,-0.076#-0.254#0.07#0.962,-0.322#-0.266#-0.088#0.905,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.162#0.011#0.112#0.98,-0.202#0.505#0.114#0.831,-0.286#0.458#0.292#0.79,-0.076#-0.254#0.07#0.962,-0.322#-0.266#-0.088#0.905,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.162#0.011#0.112#0.98,-0.202#0.505#0.114#0.831,-0.286#0.458#0.292#0.79,-0.076#-0.254#0.07#0.962,-0.298#-0.217#-0.085#0.926,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.174#0.064#0.116#0.976,-0.202#0.505#0.114#0.831,-0.286#0.458#0.292#0.79,-0.076#-0.254#0.07#0.962,-0.298#-0.217#-0.085#0.926,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.174#0.064#0.116#0.976,-0.202#0.505#0.114#0.831,-0.229#0.501#0.325#0.769,-0.076#-0.254#0.07#0.962,-0.298#-0.217#-0.085#0.926,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.174#0.064#0.116#0.976,-0.202#0.505#0.114#0.831,-0.229#0.501#0.325#0.769,-0.059#-0.2#0.073#0.975,-0.298#-0.217#-0.085#0.926,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.174#0.064#0.116#0.976,-0.202#0.505#0.114#0.831,-0.229#0.501#0.325#0.769,-0.059#-0.2#0.073#0.975,-0.298#-0.217#-0.085#0.926,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.174#0.064#0.116#0.976,-0.172#0.546#0.146#0.807,-0.229#0.501#0.325#0.769,-0.059#-0.2#0.073#0.975,-0.298#-0.217#-0.085#0.926,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.188#0.103#0.123#0.969,-0.172#0.546#0.146#0.807,-0.229#0.501#0.325#0.769,-0.059#-0.2#0.073#0.975,-0.284#-0.151#-0.078#0.944,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.188#0.103#0.123#0.969,-0.172#0.546#0.146#0.807,-0.19#0.526#0.336#0.758,-0.059#-0.2#0.073#0.975,-0.284#-0.151#-0.078#0.944,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.188#0.103#0.123#0.969,-0.172#0.546#0.146#0.807,-0.19#0.526#0.336#0.758,-0.059#-0.2#0.073#0.975,-0.284#-0.151#-0.078#0.944,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.188#0.103#0.123#0.969,-0.172#0.546#0.146#0.807,-0.19#0.526#0.336#0.758,-0.043#-0.142#0.084#0.985,-0.284#-0.151#-0.078#0.944,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.188#0.103#0.123#0.969,-0.147#0.579#0.164#0.785,-0.19#0.526#0.336#0.758,-0.043#-0.142#0.084#0.985,-0.284#-0.151#-0.078#0.944,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.199#0.131#0.132#0.962,-0.147#0.579#0.164#0.785,-0.19#0.526#0.336#0.758,-0.043#-0.142#0.084#0.985,-0.29#-0.098#-0.083#0.948,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.199#0.131#0.132#0.962,-0.147#0.579#0.164#0.785,-0.19#0.526#0.336#0.758,-0.043#-0.142#0.084#0.985,-0.29#-0.098#-0.083#0.948,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.199#0.131#0.132#0.962,-0.147#0.579#0.164#0.785,-0.172#0.543#0.34#0.748,-0.043#-0.142#0.084#0.985,-0.29#-0.098#-0.083#0.948,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.199#0.131#0.132#0.962,-0.147#0.579#0.164#0.785,-0.172#0.543#0.34#0.748,-0.042#-0.119#0.099#0.987,-0.29#-0.098#-0.083#0.948,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.199#0.131#0.132#0.962,-0.147#0.579#0.164#0.785,-0.172#0.543#0.34#0.748,-0.042#-0.119#0.099#0.987,-0.29#-0.098#-0.083#0.948,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.199#0.131#0.132#0.962,-0.137#0.592#0.167#0.776,-0.172#0.543#0.34#0.748,-0.042#-0.119#0.099#0.987,-0.29#-0.098#-0.083#0.948,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.208#0.14#0.137#0.958,-0.137#0.592#0.167#0.776,-0.172#0.543#0.34#0.748,-0.042#-0.119#0.099#0.987,-0.302#-0.108#-0.09#0.943,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.208#0.14#0.137#0.958,-0.137#0.592#0.167#0.776,-0.171#0.568#0.324#0.737,-0.042#-0.119#0.099#0.987,-0.302#-0.108#-0.09#0.943,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.208#0.14#0.137#0.958,-0.137#0.592#0.167#0.776,-0.171#0.568#0.324#0.737,-0.04#-0.107#0.108#0.988,-0.302#-0.108#-0.09#0.943,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.208#0.14#0.137#0.958,-0.137#0.592#0.167#0.776,-0.171#0.568#0.324#0.737,-0.04#-0.107#0.108#0.988,-0.302#-0.108#-0.09#0.943,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.208#0.14#0.137#0.958,-0.132#0.598#0.156#0.775,-0.171#0.568#0.324#0.737,-0.04#-0.107#0.108#0.988,-0.302#-0.108#-0.09#0.943,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.21#0.134#0.133#0.959,-0.132#0.598#0.156#0.775,-0.171#0.568#0.324#0.737,-0.04#-0.107#0.108#0.988,-0.317#-0.126#-0.093#0.936,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.21#0.134#0.133#0.959,-0.132#0.598#0.156#0.775,-0.171#0.568#0.324#0.737,-0.04#-0.107#0.108#0.988,-0.317#-0.126#-0.093#0.936,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.21#0.134#0.133#0.959,-0.132#0.598#0.156#0.775,-0.18#0.577#0.307#0.735,-0.04#-0.107#0.108#0.988,-0.317#-0.126#-0.093#0.936,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.21#0.134#0.133#0.959,-0.132#0.598#0.156#0.775,-0.18#0.577#0.307#0.735,-0.041#-0.1#0.106#0.989,-0.317#-0.126#-0.093#0.936,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.21#0.134#0.133#0.959,-0.131#0.596#0.138#0.78,-0.18#0.577#0.307#0.735,-0.041#-0.1#0.106#0.989,-0.317#-0.126#-0.093#0.936,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.21#0.134#0.133#0.959,-0.131#0.596#0.138#0.78,-0.18#0.577#0.307#0.735,-0.041#-0.1#0.106#0.989,-0.339#-0.132#-0.109#0.925,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.215#0.124#0.12#0.961,-0.131#0.596#0.138#0.78,-0.18#0.577#0.307#0.735,-0.041#-0.1#0.106#0.989,-0.339#-0.132#-0.109#0.925,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.215#0.124#0.12#0.961,-0.131#0.596#0.138#0.78,-0.192#0.581#0.286#0.738,-0.041#-0.1#0.106#0.989,-0.339#-0.132#-0.109#0.925,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.215#0.124#0.12#0.961,-0.131#0.596#0.138#0.78,-0.192#0.581#0.286#0.738,-0.041#-0.1#0.106#0.989,-0.339#-0.132#-0.109#0.925,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.215#0.124#0.12#0.961,-0.131#0.596#0.138#0.78,-0.192#0.581#0.286#0.738,-0.043#-0.09#0.099#0.99,-0.339#-0.132#-0.109#0.925,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.215#0.124#0.12#0.961,-0.136#0.592#0.12#0.785,-0.192#0.581#0.286#0.738,-0.043#-0.09#0.099#0.99,-0.339#-0.132#-0.109#0.925,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.218#0.111#0.108#0.964,-0.136#0.592#0.12#0.785,-0.192#0.581#0.286#0.738,-0.043#-0.09#0.099#0.99,-0.346#-0.135#-0.121#0.92,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.218#0.111#0.108#0.964,-0.136#0.592#0.12#0.785,-0.203#0.579#0.264#0.744,-0.043#-0.09#0.099#0.99,-0.346#-0.135#-0.121#0.92,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.218#0.111#0.108#0.964,-0.136#0.592#0.12#0.785,-0.203#0.579#0.264#0.744,-0.043#-0.09#0.099#0.99,-0.346#-0.135#-0.121#0.92,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.218#0.111#0.108#0.964,-0.136#0.592#0.12#0.785,-0.203#0.579#0.264#0.744,-0.045#-0.094#0.087#0.991,-0.346#-0.135#-0.121#0.92,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.218#0.111#0.108#0.964,-0.14#0.585#0.1#0.793,-0.203#0.579#0.264#0.744,-0.045#-0.094#0.087#0.991,-0.346#-0.135#-0.121#0.92,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.221#0.097#0.097#0.965,-0.14#0.585#0.1#0.793,-0.203#0.579#0.264#0.744,-0.045#-0.094#0.087#0.991,-0.346#-0.136#-0.133#0.919,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.221#0.097#0.097#0.965,-0.14#0.585#0.1#0.793,-0.203#0.579#0.264#0.744,-0.045#-0.094#0.087#0.991,-0.346#-0.136#-0.133#0.919,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.221#0.097#0.097#0.965,-0.14#0.585#0.1#0.793,-0.207#0.575#0.251#0.751,-0.045#-0.094#0.087#0.991,-0.346#-0.136#-0.133#0.919,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.221#0.097#0.097#0.965,-0.14#0.585#0.1#0.793,-0.207#0.575#0.251#0.751,-0.045#-0.106#0.076#0.99,-0.346#-0.136#-0.133#0.919,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.221#0.097#0.097#0.965,-0.144#0.574#0.084#0.802,-0.207#0.575#0.251#0.751,-0.045#-0.106#0.076#0.99,-0.346#-0.136#-0.133#0.919,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.221#0.097#0.097#0.965,-0.144#0.574#0.084#0.802,-0.207#0.575#0.251#0.751,-0.045#-0.106#0.076#0.99,-0.339#-0.151#-0.145#0.917,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.224#0.083#0.088#0.967,-0.144#0.574#0.084#0.802,-0.207#0.575#0.251#0.751,-0.045#-0.106#0.076#0.99,-0.339#-0.151#-0.145#0.917,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.224#0.083#0.088#0.967,-0.144#0.574#0.084#0.802,-0.213#0.571#0.238#0.756,-0.045#-0.106#0.076#0.99,-0.339#-0.151#-0.145#0.917,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
